neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
0,1.30529,103.9042,0,300,0.001001001001001001,0.12052117263843648,0.26392138511932617,0.46,0.014652014652014652,0.6054794520547945
0,1.30392,103.89988,1,150,0.001001001001001001,0.22149837133550487,0.04305100608329434,0.84,0.014652014652014652,0.473972602739726
0,1.29839,103.82808,0,200,0.05905905905905906,0.029315960912052116,0.2625175479644361,0.11,0.007326007326007326,0.915068493150685
6,1.27681,103.82381,1,150,0.0,0.006514657980456026,0.100140383715489,0.05,0.0,0.5698630136986301
1,1.31357,103.85731,1,100,0.36436436436436437,0.0,1.0,0.0,0.0,1.0
5,1.28291,103.84284,1,65,0.0890890890890891,0.009771986970684038,0.2508189050070192,0.04,0.4065934065934066,0.0
3,1.31314,103.84081,0,243,0.004004004004004004,0.04560260586319218,0.5372016846045858,0.19,0.0,0.3917808219178082
2,1.31525,103.88176,1,35,0.01701701701701702,0.019543973941368076,0.017781937295273748,0.15,0.4065934065934066,0.9835616438356164
7,1.27529,103.84494,0,219,0.05905905905905906,0.019543973941368076,0.2634534394010295,0.08,0.007326007326007326,0.958904109589041
5,1.28491,103.84209,1,60,0.02702702702702703,0.019543973941368076,0.34955545156761814,0.16,0.4065934065934066,0.9123287671232877
3,1.33334,103.8327,1,69,0.001001001001001001,0.7231270358306189,0.0018717828731867104,2.85,0.003663003663003663,0.0
0,1.29349,103.83837,0,140,0.001001001001001001,0.4723127035830619,0.002339728591483388,2.04,0.0,0.6301369863013698
1,1.31135,103.85946,1,49,0.01701701701701702,0.006514657980456026,0.5999064108563407,0.05,0.4065934065934066,0.9863013698630136
1,1.29638,103.87282,1,81,0.0890890890890891,0.04560260586319218,0.7856808610201217,0.18,0.0,0.0
0,1.28708,103.84444,0,231,0.0890890890890891,0.09120521172638436,0.19138979878334114,0.4,0.003663003663003663,0.32602739726027397
0,1.29891,103.88681,0,190,0.008008008008008008,0.09446254071661238,0.011230697239120261,0.39,0.0,0.7589041095890411
0,1.31693,103.82636,0,319,0.006006006006006006,0.13680781758957655,0.039307440336920914,0.61,0.06593406593406594,0.9041095890410958
0,1.31503,103.82614,0,149,0.006006006006006006,0.09446254071661238,0.055217594759007955,0.42,0.06593406593406594,0.0
0,1.31507,103.82704,0,240,0.006006006006006006,0.09446254071661238,0.01731399157697707,0.41,0.06593406593406594,0.9315068493150684
0,1.31,103.90321,1,137,0.005005005005005005,0.03257328990228013,0.03088441740758072,0.14,0.003663003663003663,0.0
5,1.28485,103.84347,1,58,0.0890890890890891,0.013029315960912053,0.4880673841834347,0.11,0.4065934065934066,0.8821917808219178
1,1.31213,103.8561,1,56,0.01701701701701702,0.003257328990228013,0.486195601310248,0.03,0.4065934065934066,0.9095890410958904
5,1.28407,103.8436,1,65,0.0890890890890891,0.009771986970684038,0.2962096396817969,0.1,0.4065934065934066,0.9753424657534246
0,1.29201,103.76936,1,60,0.004004004004004004,0.02280130293159609,0.2400561534861956,0.1,0.029304029304029304,0.0
0,1.29213,103.76913,2,50,0.004004004004004004,0.035830618892508145,0.12587739822180627,0.27,0.029304029304029304,0.9397260273972603
2,1.31511,103.88947,0,129,0.02902902902902903,0.2703583061889251,0.05053813757604118,1.11,0.03663003663003663,0.9534246575342465
5,1.28432,103.84334,1,60,0.0890890890890891,0.009771986970684038,0.48993916705662144,0.04,0.4065934065934066,0.989041095890411
0,1.29211,103.836,0,400,0.003003003003003003,0.019543973941368076,0.7950397753860552,0.08,0.0,0.0
0,1.3305,103.8424,1,44,0.0890890890890891,0.09446254071661238,0.014038371548900327,0.4,0.0,0.20821917808219179
0,1.30768,103.82017,1,104,0.004004004004004004,0.16612377850162866,0.0070191857744501636,0.79,0.0,0.20273972602739726
1,1.30774,103.86332,1,40,0.01701701701701702,0.026058631921824105,0.45577912962096395,0.13,0.4065934065934066,0.9835616438356164
1,1.30844,103.85875,1,76,0.004004004004004004,0.07166123778501629,0.0014038371548900327,0.49,0.0,0.18356164383561643
3,1.32359,103.8498,1,31,0.10710710710710711,0.0,1.0,0.0,0.0,1.0
1,1.31118,103.87367,0,131,0.013013013013013013,0.0,1.0,0.0,0.0,1.0
0,1.30341,103.83365,0,300,0.001001001001001001,0.029315960912052116,0.012634534394010294,0.19,0.13553113553113552,0.9561643835616438
6,1.28419,103.82765,1,60,0.18218218218218218,0.0,1.0,0.0,0.0,1.0
5,1.28328,103.84329,1,67,0.0890890890890891,0.009771986970684038,0.0832943378568086,0.17,0.4065934065934066,0.9753424657534246
0,1.30415,103.90192,1,165,0.001001001001001001,0.08794788273615635,0.01169864295741694,0.39,0.014652014652014652,0.6109589041095891
3,1.33917,103.82306,1,89,0.001001001001001001,0.254071661237785,0.003275620028076743,1.1,0.003663003663003663,0.936986301369863
4,1.30292,103.858,1,90,0.0,0.006514657980456026,0.2817033224145999,0.08,0.02197802197802198,0.6383561643835617
3,1.32389,103.84872,1,131,0.0,0.003257328990228013,0.01169864295741694,1.0,0.003663003663003663,0.0
5,1.28425,103.8432,2,50,0.0,0.4364820846905538,0.007487131492746842,1.91,0.014652014652014652,0.8246575342465754
5,1.28446,103.8446,2,300,0.0,0.006514657980456026,0.24988301357042583,0.04,0.014652014652014652,0.7534246575342466
5,1.28467,103.84327,2,50,0.0,0.2703583061889251,0.0028076743097800653,1.22,0.014652014652014652,0.8164383561643835
5,1.28556,103.84198,1,58,0.0890890890890891,0.0,1.0,0.0,0.30036630036630035,0.9726027397260274
0,1.29857,103.84748,0,194,0.013013013013013013,0.035830618892508145,0.12260177819372953,0.18,0.0,0.8246575342465754
5,1.28459,103.84217,1,56,0.01701701701701702,0.009771986970684038,0.04117922321010763,0.08,0.4065934065934066,0.9753424657534246
0,1.30626,103.83994,1,85,0.002002002002002002,0.035830618892508145,0.012634534394010294,0.39,0.06227106227106227,0.915068493150685
0,1.30669,103.80043,1,40,0.18218218218218218,0.0,1.0,0.0,0.0,0.2410958904109589
1,1.31909,103.85741,1,33,0.17917917917917917,0.003257328990228013,0.873654656059897,0.02,0.0,0.9972602739726028
2,1.31435,103.88617,0,169,0.002002002002002002,0.06188925081433225,0.016846045858680395,0.28,0.0,0.9095890410958904
0,1.31742,103.82572,0,160,0.006006006006006006,0.0781758957654723,0.010294805802526907,0.35,0.06593406593406594,1.0
5,1.2819,103.83849,1,50,0.005005005005005005,0.019543973941368076,0.31633130556855404,0.09,0.0,0.14794520547945206
0,1.28968,103.84632,0,219,0.002002002002002002,0.035830618892508145,0.15956948993916706,0.57,0.003663003663003663,0.852054794520548
2,1.31539,103.88257,1,40,0.01701701701701702,0.003257328990228013,0.41413196069255964,0.03,0.4065934065934066,0.9671232876712329
0,1.29726,103.84263,1,221,0.0890890890890891,0.0,1.0,0.0,0.0,0.0
0,1.3377,103.88248,0,140,0.004004004004004004,0.006514657980456026,0.4534394010294806,0.05,0.003663003663003663,0.0
7,1.27365,103.84354,0,240,0.004004004004004004,0.026058631921824105,0.6855404773046326,0.12,0.0,0.0
3,1.32359,103.85063,1,360,0.02902902902902903,0.006514657980456026,0.8727187646233037,0.03,0.007326007326007326,0.473972602739726
0,1.33903,103.88474,1,60,0.002002002002002002,0.15960912052117263,0.009826860084230228,0.77,0.003663003663003663,0.9452054794520548
3,1.32347,103.85213,1,381,0.004004004004004004,0.035830618892508145,0.5053813757604118,0.18,0.007326007326007326,0.4931506849315068
0,1.29815,103.83895,0,140,0.0,0.3257328990228013,0.020121665886757137,1.46,0.17216117216117216,0.8958904109589041
0,1.29549,103.83931,0,140,0.001001001001001001,0.3485342019543974,0.008890968647636874,1.55,0.17216117216117216,0.8849315068493151
5,1.28153,103.84808,0,250,0.002002002002002002,0.5309446254071661,0.004211511464670099,2.39,0.0,0.07945205479452055
1,1.31609,103.85813,1,99,0.0,0.026058631921824105,0.18015910154422088,0.18,0.03663003663003663,0.9808219178082191
3,1.31642,103.8398,0,89,0.001001001001001001,0.02280130293159609,0.3523631258773982,0.18,0.0,0.0
3,1.32423,103.85293,1,281,0.002002002002002002,0.06840390879478828,0.4964904071127749,0.36,0.007326007326007326,0.4931506849315068
0,1.29488,103.83973,1,87,0.0,0.31921824104234525,0.007487131492746842,1.44,0.17216117216117216,0.947945205479452
5,1.28388,103.84398,1,50,0.02702702702702703,0.006514657980456026,0.5601310248011231,0.04,0.4065934065934066,0.9123287671232877
0,1.29041,103.83482,0,150,0.36436436436436437,0.0,1.0,0.0,0.0,1.0
5,1.28448,103.8436,1,69,0.0,1.0,0.007487131492746842,5.44,0.007326007326007326,0.863013698630137
1,1.31196,103.85962,1,342,0.0,0.0749185667752443,0.005147402901263453,0.35,0.0695970695970696,0.9780821917808219
0,1.29462,103.83855,0,200,0.0,0.46254071661237783,0.008890968647636874,2.13,0.17216117216117216,0.8465753424657534
1,1.29907,103.87601,1,58,0.006006006006006006,0.16938110749185667,0.7819372952737482,0.77,0.0,0.0
1,1.31193,103.85952,1,253,0.0,0.006514657980456026,0.3654656059897052,0.04,0.0695970695970696,0.9753424657534246
1,1.31254,103.85963,1,303,0.0,0.1563517915309446,0.016846045858680395,0.77,0.0695970695970696,0.9808219178082191
1,1.31201,103.85971,1,54,0.001001001001001001,0.09446254071661238,0.01544220870379036,0.99,0.0695970695970696,0.9808219178082191
1,1.31215,103.85982,1,135,0.0,0.16286644951140064,0.021993448759943846,1.05,0.0695970695970696,0.9863013698630136
1,1.31125,103.86083,1,54,0.001001001001001001,0.019543973941368076,0.09312119794103883,0.13,0.0695970695970696,0.9945205479452055
0,1.33746,103.78052,0,119,0.001001001001001001,0.009771986970684038,0.23537669630322883,0.1,0.0,0.3232876712328767
0,1.2942,103.84283,0,108,0.002002002002002002,0.10097719869706841,0.02667290594291062,0.47,0.003663003663003663,0.9260273972602739
0,1.33792,103.88593,1,60,0.002002002002002002,0.18566775244299674,0.012634534394010294,0.88,0.003663003663003663,0.958904109589041
5,1.283,103.84399,1,89,0.0,0.3941368078175896,0.006551240056153486,1.96,0.007326007326007326,0.9123287671232877
5,1.28409,103.84514,1,67,0.0,0.06188925081433225,0.007487131492746842,0.29,0.007326007326007326,0.0
5,1.28674,103.84073,0,250,0.0890890890890891,0.0781758957654723,0.08423022929340196,0.37,0.003663003663003663,0.7917808219178082
1,1.32692,103.86459,1,40,0.0890890890890891,0.0,1.0,0.0,0.0,0.9561643835616438
6,1.27819,103.83072,1,119,0.001001001001001001,0.003257328990228013,0.11183902667290595,0.12,0.003663003663003663,1.0
1,1.31138,103.86104,1,36,0.02702702702702703,0.003257328990228013,0.19794103883949463,0.07,0.30036630036630035,0.9068493150684932
0,1.29773,103.83919,0,128,0.001001001001001001,0.2280130293159609,0.006551240056153486,1.08,0.17216117216117216,0.8794520547945206
3,1.31626,103.84444,1,81,0.005005005005005005,0.14006514657980457,0.024333177351427236,0.65,0.0,0.589041095890411
0,1.30699,103.80159,2,69,0.0,0.0,1.0,0.0,0.0,1.0
1,1.31254,103.85068,0,200,0.003003003003003003,0.0781758957654723,0.2863827795975667,0.4,0.73992673992674,0.09041095890410959
0,1.29519,103.84185,0,150,0.013013013013013013,0.02280130293159609,0.18671034160037436,0.11,0.0,0.04657534246575343
2,1.31566,103.8859,0,90,0.0,0.16938110749185667,0.010294805802526907,0.82,0.24175824175824176,0.1232876712328767
2,1.31531,103.88561,0,93,0.004004004004004004,0.14332247557003258,0.01918577445016378,0.68,0.24175824175824176,0.2
0,1.29645,103.83972,0,200,0.0,0.31596091205211724,0.0271408516612073,1.53,0.17216117216117216,0.863013698630137
0,1.29648,103.83877,0,106,0.0,0.7068403908794788,0.011230697239120261,3.41,0.17216117216117216,0.9178082191780822
0,1.28132,103.7854,1,49,0.0,0.026058631921824105,0.007487131492746842,0.18,0.11355311355311355,0.958904109589041
0,1.30021,103.84288,1,69,0.0890890890890891,0.0,1.0,0.0,0.003663003663003663,0.9972602739726028
6,1.28376,103.83082,0,139,0.001001001001001001,0.05537459283387622,0.03088441740758072,0.28,0.09157509157509157,0.9260273972602739
1,1.31047,103.86096,2,35,0.0,0.06188925081433225,0.5793167992512869,0.31,0.007326007326007326,0.0
0,1.2986,103.84659,1,110,0.0890890890890891,0.019543973941368076,0.040243331773514274,0.1,0.003663003663003663,0.589041095890411
0,1.33967,103.86901,0,228,0.05905905905905906,0.019543973941368076,0.6700982686008423,0.11,0.0,1.0
6,1.27811,103.83379,0,254,0.006006006006006006,0.013029315960912053,0.5353299017313992,0.06,0.0,0.0
1,1.29575,103.86549,0,275,0.002002002002002002,0.0,1.0,0.0,0.0,0.0
0,1.29792,103.83781,0,125,0.001001001001001001,0.30293159609120524,0.009358914365933552,1.5,0.17216117216117216,0.8356164383561644
2,1.31601,103.88579,0,92,0.0,0.20521172638436483,0.013102480112306972,0.99,0.24175824175824176,0.21095890410958903
1,1.31239,103.85201,0,300,0.001001001001001001,0.009771986970684038,0.7178287318671034,0.05,0.0,0.0
1,1.31619,103.85983,1,137,0.0,0.10097719869706841,0.07580720636406177,0.67,0.03663003663003663,1.0
1,1.31472,103.86022,2,44,0.0,0.016286644951140065,0.4300421151146467,0.08,0.03663003663003663,1.0
1,1.31437,103.86017,1,60,0.0,0.006514657980456026,0.0271408516612073,0.08,0.03663003663003663,0.936986301369863
2,1.31393,103.88749,0,85,0.004004004004004004,0.20195439739413681,0.0271408516612073,1.13,0.24175824175824176,0.23013698630136986
1,1.31086,103.85883,2,37,0.0,0.05863192182410423,0.11137108095460926,0.28,0.007326007326007326,0.0
1,1.30997,103.86052,1,150,0.0,0.0,1.0,0.0,0.007326007326007326,0.0
5,1.28362,103.84552,0,131,0.001001001001001001,0.16938110749185667,0.0070191857744501636,1.03,0.040293040293040296,0.9726027397260274
5,1.28378,103.8431,0,126,0.0890890890890891,0.003257328990228013,0.4450163781001404,0.03,0.0,0.7726027397260274
5,1.28216,103.84714,1,200,0.009009009009009009,0.05537459283387622,0.6920917173607861,0.27,0.0,1.0
2,1.31562,103.88586,0,85,0.05905905905905906,0.13355048859934854,0.07487131492746842,0.66,0.24175824175824176,0.07123287671232877
0,1.29508,103.84085,0,181,0.004004004004004004,0.006514657980456026,0.882545624707534,0.03,0.0,0.0
6,1.28667,103.82935,1,81,0.0,0.0,1.0,0.0,0.0,0.0
2,1.31228,103.89521,0,200,0.02902902902902903,0.07166123778501629,0.049602246139447824,0.35,0.73992673992674,0.9643835616438357
0,1.30287,103.9005,0,250,0.003003003003003003,0.0,1.0,0.0,0.0,0.0
0,1.29499,103.83852,0,219,0.001001001001001001,0.501628664495114,0.014506317267197005,2.99,0.17216117216117216,0.7287671232876712
0,1.29783,103.83936,0,137,0.0,0.5830618892508144,0.0070191857744501636,2.87,0.17216117216117216,0.7890410958904109
5,1.28318,103.84335,2,31,0.0,0.44625407166123776,0.020121665886757137,2.25,0.04395604395604396,0.9835616438356164
5,1.28458,103.84298,2,31,0.0,0.26058631921824105,0.1357042583060365,1.3,0.04395604395604396,0.12602739726027398
0,1.28955,103.83861,0,206,0.001001001001001001,0.05863192182410423,0.47309312119794106,0.29,0.0,0.0
0,1.3319,103.76533,0,150,0.001001001001001001,0.13355048859934854,0.006551240056153486,0.69,0.0,0.0684931506849315
0,1.31122,103.84108,0,179,0.006006006006006006,0.0,1.0,0.0,0.0,0.0
5,1.28496,103.84318,2,31,0.0,0.6254071661237784,0.028076743097800654,3.1,0.04395604395604396,0.12602739726027398
5,1.28439,103.84308,2,31,0.0,0.5765472312703583,0.007487131492746842,2.86,0.04395604395604396,0.12602739726027398
5,1.2852,103.84216,1,60,0.0890890890890891,0.003257328990228013,0.04258306036499766,0.32,0.4065934065934066,0.989041095890411
2,1.31492,103.88801,0,89,0.003003003003003003,0.13029315960912052,0.018717828731867104,0.66,0.24175824175824176,0.36712328767123287
5,1.28262,103.84487,2,31,0.0,0.05863192182410423,0.15161441272812354,0.3,0.04395604395604396,1.0
5,1.28354,103.84331,1,140,0.001001001001001001,0.1563517915309446,0.004211511464670099,0.82,0.04395604395604396,0.4602739726027397
2,1.3155,103.88596,0,85,0.02902902902902903,0.19218241042345277,0.029480580252690687,0.96,0.24175824175824176,0.2356164383561644
0,1.29533,103.83797,0,150,0.001001001001001001,0.7166123778501629,0.014038371548900327,3.66,0.17216117216117216,0.7123287671232876
2,1.31379,103.88577,0,93,0.0,0.08143322475570032,0.030416471689284044,0.42,0.24175824175824176,0.23013698630136986
4,1.30376,103.85923,1,58,0.0,0.06514657980456026,0.2634534394010295,0.44,0.02197802197802198,0.6383561643835617
4,1.30171,103.85959,1,90,0.0,0.019543973941368076,0.3551708001871783,0.1,0.02197802197802198,0.6383561643835617
0,1.29597,103.8382,0,137,0.0,0.20521172638436483,0.09686476368741226,1.03,0.17216117216117216,0.9232876712328767
0,1.32986,103.81297,1,150,0.0890890890890891,0.08469055374592833,0.13242863827795975,0.53,0.007326007326007326,0.2465753424657534
0,1.32045,103.82116,0,237,0.002002002002002002,0.1986970684039088,0.0070191857744501636,1.01,0.007326007326007326,0.09863013698630137
2,1.31586,103.88559,0,90,0.0,0.254071661237785,0.02339728591483388,1.28,0.24175824175824176,0.0273972602739726
2,1.31565,103.88576,0,94,0.0,0.1986970684039088,0.006551240056153486,1.0,0.24175824175824176,0.21095890410958903
2,1.3125,103.89761,0,199,0.02702702702702703,0.24429967426710097,0.030416471689284044,1.25,0.0,0.4465753424657534
6,1.29002,103.82315,1,65,0.0,0.016286644951140065,0.6233036967711746,0.09,0.0,0.0
2,1.31462,103.89173,1,69,0.013013013013013013,0.0,1.0,0.0,0.0,0.0
0,1.30459,103.82464,1,122,0.0,0.003257328990228013,0.10481984089845578,0.13,0.003663003663003663,0.989041095890411
4,1.30176,103.85217,0,244,0.001001001001001001,0.250814332247557,0.008423022929340197,2.2,0.007326007326007326,0.20273972602739726
4,1.30148,103.85813,1,58,0.0,0.09120521172638436,0.171268132896584,0.47,0.02197802197802198,0.6383561643835617
1,1.31944,103.86222,0,387,0.006006006006006006,0.15309446254071662,0.011230697239120261,0.78,0.73992673992674,0.7178082191780822
2,1.31464,103.88672,0,83,0.0,0.23778501628664495,0.012634534394010294,1.22,0.24175824175824176,0.3863013698630137
2,1.3137,103.88765,0,90,0.009009009009009009,0.13029315960912052,0.008890968647636874,0.68,0.24175824175824176,0.010958904109589041
4,1.30348,103.85969,1,58,0.0,0.03257328990228013,0.2905942910622368,0.2,0.02197802197802198,0.6383561643835617
2,1.31633,103.88539,0,90,0.003003003003003003,0.15960912052117263,0.007955077211043519,0.83,0.24175824175824176,0.17534246575342466
1,1.31288,103.85969,1,62,0.0,0.06840390879478828,0.0009358914365933552,0.66,0.0695970695970696,0.9808219178082191
1,1.31157,103.8598,1,56,0.0,0.6156351791530945,0.005147402901263453,5.63,0.0695970695970696,0.9397260273972603
3,1.32772,103.85239,0,358,0.006006006006006006,0.10423452768729642,0.09499298081422555,0.54,0.73992673992674,0.7534246575342466
5,1.28223,103.83867,1,50,0.17917917917917917,0.0,1.0,0.0,0.0,1.0
0,1.31995,103.79426,0,160,0.004004004004004004,0.026058631921824105,0.2732802994852597,0.2,0.0,0.18904109589041096
2,1.31444,103.88709,0,85,0.004004004004004004,0.13355048859934854,0.012166588675713618,0.79,0.24175824175824176,0.336986301369863
0,1.31539,103.82586,0,281,0.006006006006006006,0.09446254071661238,0.01918577445016378,0.48,0.06593406593406594,0.9917808219178083
2,1.31131,103.88343,1,60,0.0,0.15309446254071662,0.01169864295741694,0.8,0.13186813186813187,0.947945205479452
2,1.31372,103.88716,0,85,0.003003003003003003,0.23452768729641693,0.0070191857744501636,1.37,0.24175824175824176,0.18904109589041096
5,1.28278,103.8445,2,31,0.0,0.14332247557003258,0.007487131492746842,0.77,0.04395604395604396,0.9945205479452055
5,1.28332,103.8433,2,31,0.0,0.05863192182410423,0.0070191857744501636,0.31,0.04395604395604396,1.0
0,1.29088,103.83891,1,115,0.001001001001001001,0.0,1.0,0.0,0.0,0.0
3,1.31718,103.84287,1,89,0.001001001001001001,0.04234527687296417,0.5198876930276088,0.22,0.003663003663003663,0.9726027397260274
6,1.27254,103.8337,0,306,0.001001001001001001,0.6123778501628665,0.008423022929340197,3.16,0.0,0.8876712328767123
0,1.29312,103.82979,0,218,0.001001001001001001,0.9413680781758957,0.005615348619560131,4.9,0.0,0.6328767123287671
1,1.31409,103.87213,0,249,0.0,0.31921824104234525,0.010294805802526907,1.64,0.02197802197802198,0.9616438356164384
3,1.32419,103.85284,0,237,0.004004004004004004,0.08469055374592833,0.2709405708937763,0.44,0.73992673992674,0.7150684931506849
0,1.31566,103.82666,0,118,0.006006006006006006,0.1563517915309446,0.003743565746373421,0.81,0.06593406593406594,0.9534246575342465
0,1.29671,103.83999,1,94,0.0,0.3257328990228013,0.019653720168460457,1.71,0.17216117216117216,0.9205479452054794
0,1.30789,103.89646,0,164,0.013013013013013013,0.013029315960912053,0.541413196069256,0.07,0.0,0.0
0,1.33347,103.78634,0,208,0.0,0.0,1.0,0.0,0.0,0.0
2,1.31503,103.88605,0,94,0.0,0.1791530944625407,0.020589611605053813,0.95,0.24175824175824176,0.18904109589041096
0,1.29377,103.82844,0,160,0.02902902902902903,0.5537459283387622,0.17220402433317736,3.05,0.0,0.0
1,1.32712,103.86468,0,131,0.002002002002002002,0.11726384364820847,0.014974262985493684,0.63,0.0,0.9315068493150684
6,1.27303,103.82783,1,89,0.009009009009009009,0.003257328990228013,0.2573701450631727,0.05,0.0,0.0
0,1.33078,103.86782,0,219,0.0,0.0,1.0,0.0,0.0,0.0
2,1.31025,103.88326,1,60,0.0,0.3550488599348534,0.0070191857744501636,1.86,0.13186813186813187,0.9123287671232877
2,1.31107,103.88292,1,60,0.0,0.3322475570032573,0.006551240056153486,1.73,0.13186813186813187,0.947945205479452
2,1.31045,103.88114,1,60,0.0,0.6091205211726385,0.0070191857744501636,3.2,0.13186813186813187,0.8876712328767123
4,1.30115,103.8479,0,224,0.004004004004004004,0.0,1.0,0.0,0.0,0.0
0,1.30475,103.84032,1,99,0.002002002002002002,0.019543973941368076,0.017781937295273748,0.11,0.06227106227106227,0.9972602739726028
7,1.27522,103.84696,0,387,0.001001001001001001,0.4820846905537459,0.005147402901263453,2.59,0.047619047619047616,0.7863013698630137
5,1.28142,103.84522,0,250,0.0,0.006514657980456026,0.6270472625175479,0.04,0.0,0.0
3,1.32546,103.8519,0,149,0.002002002002002002,0.09120521172638436,0.19232569021993448,0.49,0.73992673992674,0.7041095890410959
2,1.31473,103.88733,0,92,0.006006006006006006,0.10749185667752444,0.0627047262517548,0.62,0.24175824175824176,0.13424657534246576
1,1.29775,103.88341,0,100,0.0890890890890891,0.013029315960912053,0.7370145063172672,0.07,0.0,0.5726027397260274
0,1.31652,103.82739,0,240,0.006006006006006006,0.048859934853420196,0.005147402901263453,0.26,0.06593406593406594,0.9013698630136986
6,1.27804,103.80806,0,81,0.0,0.0,1.0,0.0,0.0,0.0
7,1.29561,103.8543,0,181,0.006006006006006006,0.13029315960912052,0.004679457182966776,0.69,0.14285714285714285,0.9808219178082191
2,1.31017,103.88253,1,60,0.0,0.15960912052117263,0.0070191857744501636,0.85,0.13186813186813187,0.8328767123287671
6,1.2843,103.83254,0,181,0.001001001001001001,0.04560260586319218,0.5610669162377164,0.25,0.0,0.0
1,1.30706,103.86326,1,131,0.02902902902902903,0.019543973941368076,0.2110435189518016,0.11,0.003663003663003663,1.0
3,1.3218,103.84266,1,69,0.0,0.048859934853420196,0.0009358914365933552,0.26,0.003663003663003663,0.5780821917808219
2,1.31528,103.88817,0,87,0.004004004004004004,0.06188925081433225,0.05568554047730463,0.33,0.24175824175824176,0.20273972602739726
3,1.3258,103.85426,0,201,0.002002002002002002,0.029315960912052116,0.21946654188114179,0.16,0.73992673992674,0.7534246575342466
5,1.28272,103.84707,1,160,0.17917917917917917,0.0,1.0,0.0,0.0,1.0
4,1.30211,103.85189,0,287,0.001001001001001001,0.495114006514658,0.0,2.65,0.007326007326007326,0.5945205479452055
0,1.34151,103.84163,1,75,0.002002002002002002,0.048859934853420196,0.016846045858680395,0.35,0.06227106227106227,0.7013698630136986
7,1.28895,103.85033,0,150,0.006006006006006006,0.3811074918566775,0.003275620028076743,2.02,0.14285714285714285,0.9972602739726028
2,1.30972,103.88266,1,60,0.0,0.20521172638436483,0.007487131492746842,1.09,0.13186813186813187,0.9534246575342465
0,1.29702,103.84145,1,119,0.001001001001001001,0.003257328990228013,0.7950397753860552,0.02,0.0,0.0
2,1.31368,103.88597,0,85,0.003003003003003003,0.15960912052117263,0.010762751520823585,0.89,0.24175824175824176,0.18356164383561643
2,1.31316,103.88735,0,94,0.014014014014014014,0.23778501628664495,0.012634534394010294,1.27,0.304029304029304,0.17534246575342466
2,1.31161,103.88143,1,90,0.001001001001001001,0.2671009771986971,0.009358914365933552,1.43,0.13186813186813187,0.9808219178082191
0,1.30489,103.78451,1,81,0.0,0.006514657980456026,0.6752456715021058,0.04,0.0,0.0
0,1.29238,103.83978,0,287,0.003003003003003003,0.009771986970684038,0.6050538137576041,0.05,0.0,0.0
2,1.31307,103.88623,0,119,0.009009009009009009,0.0749185667752443,0.08937763219466542,0.4,0.304029304029304,0.2410958904109589
2,1.31464,103.88642,0,85,0.003003003003003003,0.26058631921824105,0.006551240056153486,1.4,0.304029304029304,0.1506849315068493
